EU	NIL
German	http://dbpedia.org/resource/Germany
British	http://dbpedia.org/resource/United_Kingdom
Peter Blackburn	NIL
BRUSSELS	http://dbpedia.org/resource/Brussels
European Commission	http://dbpedia.org/resource/European_Commission
German	http://dbpedia.org/resource/Germany
British	http://dbpedia.org/resource/United_Kingdom
Germany	http://dbpedia.org/resource/Germany
European Union	http://dbpedia.org/resource/European_Union
Werner Zwingmann	NIL
Britain	http://dbpedia.org/resource/United_Kingdom
Commission	http://dbpedia.org/resource/European_Commission
Nikolaus van der Pas	NIL
European Union	http://dbpedia.org/resource/European_Union
EU	NIL
Franz Fischler	http://dbpedia.org/resource/Franz_Fischler
Fischler	NIL
EU-wide	NIL
Britain	http://dbpedia.org/resource/United_Kingdom
France	http://dbpedia.org/resource/France
Bovine Spongiform Encephalopathy	NIL
BSE	http://dbpedia.org/resource/Bovine_spongiform_encephalopathy
Fischler	NIL
EU	NIL
Spanish	http://dbpedia.org/resource/Spain
Loyola de Palacio	http://dbpedia.org/resource/Loyola_de_Palacio
Fischler	NIL
EU	NIL
France	http://dbpedia.org/resource/France
Britain	http://dbpedia.org/resource/United_Kingdom
Fischler	NIL
EU	NIL
BSE	http://dbpedia.org/resource/Bovine_spongiform_encephalopathy
British	http://dbpedia.org/resource/United_Kingdom
German	http://dbpedia.org/resource/Germany
British	http://dbpedia.org/resource/United_Kingdom
Europe	http://dbpedia.org/resource/Europe
Germany	http://dbpedia.org/resource/Germany
Welsh National Farmers ' Union	NIL
NFU	NIL
John Lloyd Jones	NIL
BBC radio	NIL
Bonn	http://dbpedia.org/resource/Bonn
British	http://dbpedia.org/resource/United_Kingdom
Germany	http://dbpedia.org/resource/Germany
Britain	http://dbpedia.org/resource/United_Kingdom
British	http://dbpedia.org/resource/United_Kingdom
German	http://dbpedia.org/resource/Germany
British	http://dbpedia.org/resource/United_Kingdom
BONN	http://dbpedia.org/resource/Bonn
Germany	http://dbpedia.org/resource/Germany
Agriculture Ministry	NIL
British	http://dbpedia.org/resource/United_Kingdom
European Union	http://dbpedia.org/resource/European_Union
Werner Zwingmann	NIL
ZDF	http://dbpedia.org/resource/ZDF
Bonn	NIL
Britain	http://dbpedia.org/resource/United_Kingdom
European Commission	http://dbpedia.org/resource/European_Commission
EU	NIL
EU	NIL
Franz Fischler	http://dbpedia.org/resource/Franz_Fischler
Britain	http://dbpedia.org/resource/United_Kingdom
France	http://dbpedia.org/resource/France
Bovine Spongiform Encephalopathy	NIL
BSE	http://dbpedia.org/resource/Bovine_spongiform_encephalopathy
EU	NIL
EU	NIL
BSE	http://dbpedia.org/resource/Bovine_spongiform_encephalopathy
British	http://dbpedia.org/resource/United_Kingdom
ZDF	http://dbpedia.org/resource/ZDF
Germany	http://dbpedia.org/resource/Germany
Britain	http://dbpedia.org/resource/United_Kingdom
British	http://dbpedia.org/resource/United_Kingdom
British	http://dbpedia.org/resource/United_Kingdom
EU	NIL
British	http://dbpedia.org/resource/United_Kingdom
EU	NIL
Britain	http://dbpedia.org/resource/United_Kingdom
OFFICIAL JOURNAL	NIL
OJ	NIL
Journal	NIL
Commission Regulation	NIL
EC	NIL
Commission Regulation	NIL
EC	NIL
OJ	NIL
Commission Regulation	NIL
EC	NIL
OFFICIAL JOURNAL	NIL
OJ	NIL
Journal	NIL
Slovenia	http://dbpedia.org/resource/Slovenia
Poland	http://dbpedia.org/resource/Poland
EU	NIL
NATO	http://dbpedia.org/resource/NATO
LJUBLJANA	http://dbpedia.org/resource/Ljubljana
Slovenia	http://dbpedia.org/resource/Slovenia
Poland	http://dbpedia.org/resource/Poland
European Union	http://dbpedia.org/resource/European_Union
NATO	http://dbpedia.org/resource/NATO
Polish	http://dbpedia.org/resource/Poland
Aleksander Kwasniewski	http://dbpedia.org/resource/Aleksander_Kwaśniewski
Slovenian	http://dbpedia.org/resource/Slovenia
Milan Kucan	http://dbpedia.org/resource/Milan_Kučan
Slovenia	http://dbpedia.org/resource/Slovenia
Kwasniewski	http://dbpedia.org/resource/Aleksander_Kwaśniewski
West	NIL
European Union	http://dbpedia.org/resource/European_Union
NATO	http://dbpedia.org/resource/NATO
Kwasniewski	http://dbpedia.org/resource/Aleksander_Kwaśniewski
Kucan	NIL
Poland	http://dbpedia.org/resource/Poland
Slovenia	http://dbpedia.org/resource/Slovenia
European Union	http://dbpedia.org/resource/European_Union
NATO	http://dbpedia.org/resource/NATO
European Union	http://dbpedia.org/resource/European_Union
Central European Free Trade Area	NIL
Hungary	http://dbpedia.org/resource/Hungary
Slovakia	http://dbpedia.org/resource/Slovakia
Czech Republic	http://dbpedia.org/resource/Czech_Republic
Slovenia	http://dbpedia.org/resource/Slovenia
Poland	http://dbpedia.org/resource/Poland
Slovenia	http://dbpedia.org/resource/Slovenia
Kwasniewski	http://dbpedia.org/resource/Aleksander_Kwaśniewski
Janez Drnovsek	http://dbpedia.org/resource/Janez_Drnovšek
Slovenian	http://dbpedia.org/resource/Slovenia
Chamber of Economy	NIL
Commission	http://dbpedia.org/resource/European_Commission
BRUSSELS	http://dbpedia.org/resource/Brussels
European Commission	http://dbpedia.org/resource/European_Commission
Commission	http://dbpedia.org/resource/European_Commission
Joao Vale de Almeida	NIL
Commission	http://dbpedia.org/resource/European_Commission
Germany	http://dbpedia.org/resource/Germany
Saxony	http://dbpedia.org/resource/Saxony
Volkswagen	http://dbpedia.org/resource/Volkswagen
Germany	http://dbpedia.org/resource/Germany
Commission	http://dbpedia.org/resource/European_Commission
Commission	http://dbpedia.org/resource/European_Commission
Commission	http://dbpedia.org/resource/European_Commission
Pao de Acucar	NIL
Auchan	http://dbpedia.org/resource/Auchan
Commission	http://dbpedia.org/resource/European_Commission
CAMAT	NIL
AGF-IART	NIL
Commission	http://dbpedia.org/resource/European_Commission
Austrian	http://dbpedia.org/resource/Austria
Billa	http://dbpedia.org/resource/Billa_(supermarket)
German	http://dbpedia.org/resource/Germany
Rewe-Handelsgruppe	NIL
European	http://dbpedia.org/resource/European_Union
Anita Gradin	http://dbpedia.org/resource/Anita_Gradin
World Congress against Sexual Exploitation of Children	NIL
Stockholm	http://dbpedia.org/resource/Stockholm
Eurostat	http://dbpedia.org/resource/Eurostat
EU	NIL
OFFICIAL JOURNAL	NIL
OJ	NIL
Journal	NIL
European Union	http://dbpedia.org/resource/European_Union
European Commission	http://dbpedia.org/resource/European_Commission
European Third Countries	NIL
New Independent States	NIL
NIS	NIL
Tacis	NIL
Tacis	NIL
EEC	http://dbpedia.org/resource/European_Economic_Community
EUROPEAN	http://dbpedia.org/resource/Europe
Ecu	NIL
EU Commission	http://dbpedia.org/resource/European_Commission
BRUSSELS	http://dbpedia.org/resource/Brussels
European Commission	http://dbpedia.org/resource/European_Commission
Britain	http://dbpedia.org/resource/United_Kingdom
EU	NIL
Commission	http://dbpedia.org/resource/European_Commission
Gerard Kiely	NIL
Reuters	http://dbpedia.org/resource/Reuters
BSE	http://dbpedia.org/resource/Bovine_spongiform_encephalopathy
Britain	http://dbpedia.org/resource/United_Kingdom
EU	NIL
BSE	http://dbpedia.org/resource/Bovine_spongiform_encephalopathy
European Commission	http://dbpedia.org/resource/European_Commission
BSE	http://dbpedia.org/resource/Bovine_spongiform_encephalopathy
Kiely	NIL
BSE	http://dbpedia.org/resource/Bovine_spongiform_encephalopathy
British	http://dbpedia.org/resource/United_Kingdom
Oxford	http://dbpedia.org/resource/University_of_Oxford
Nature	http://dbpedia.org/resource/Nature_(journal)
BSE	http://dbpedia.org/resource/Bovine_spongiform_encephalopathy
British	http://dbpedia.org/resource/United_Kingdom
National Farmers Union	NIL
David Naish	NIL
BBC radio	NIL
Naish	NIL
Britain	http://dbpedia.org/resource/United_Kingdom
European	http://dbpedia.org/resource/European_Union
Europe	http://dbpedia.org/resource/Europe
Naish	NIL
Britain	http://dbpedia.org/resource/United_Kingdom
EU	NIL
British	http://dbpedia.org/resource/United_Kingdom
BSE	http://dbpedia.org/resource/Bovine_spongiform_encephalopathy
Creutzfeldt-Jakob Disease	http://dbpedia.org/resource/Creutzfeldt–Jakob_disease
CJD	http://dbpedia.org/resource/Creutzfeldt–Jakob_disease
BSE-infected	NIL
EU	NIL
Saudi	http://dbpedia.org/resource/Saudi_Arabia
PARIS	http://dbpedia.org/resource/Paris
European Union	http://dbpedia.org/resource/European_Union
German	http://dbpedia.org/resource/Germany
Germany	http://dbpedia.org/resource/Germany
Saudi Arabia	http://dbpedia.org/resource/Saudi_Arabia
European	http://dbpedia.org/resource/Europe
EU	NIL
German	http://dbpedia.org/resource/Germany
Ecus	http://dbpedia.org/resource/Écu
Saudi Arabia	http://dbpedia.org/resource/Saudi_Arabia
European	http://dbpedia.org/resource/Europe
Saudis	http://dbpedia.org/resource/Saudi_Arabia
European Union	http://dbpedia.org/resource/European_Union
EU	NIL
EU	NIL
German	http://dbpedia.org/resource/Germany
Ecus	http://dbpedia.org/resource/Écu
Paris	http://dbpedia.org/resource/Paris
OFFICIAL JOURNAL	NIL
OJ	NIL
Commission Regulation	NIL
EC	NIL
No 1676/96	NIL
Regulation	NIL
EEC	http://dbpedia.org/resource/European_Economic_Community
No 2454/93	NIL
Council Regulation	NIL
EEC	http://dbpedia.org/resource/European_Economic_Community
No 2913/92	NIL
Community Customs Code	NIL
EU	NIL
Poland	http://dbpedia.org/resource/Poland
BRUSSELS	http://dbpedia.org/resource/Brussels
European Union	http://dbpedia.org/resource/European_Union
Poland	http://dbpedia.org/resource/Poland
Polish	http://dbpedia.org/resource/Poland
European Commission	http://dbpedia.org/resource/European_Commission
EU	NIL
Polish	http://dbpedia.org/resource/Poland
Europe	http://dbpedia.org/resource/Europe
EU	NIL
Poland	http://dbpedia.org/resource/Poland
Polish	http://dbpedia.org/resource/Poland
EU	NIL
Poland	http://dbpedia.org/resource/Poland
Polish	http://dbpedia.org/resource/Poland
Commission	http://dbpedia.org/resource/European_Commission
Poland	http://dbpedia.org/resource/Poland
Polish	http://dbpedia.org/resource/Poland
EU	NIL
Poland	http://dbpedia.org/resource/Poland
Clarke	http://dbpedia.org/resource/Kenneth_Clarke
Major	http://dbpedia.org/resource/John_Major
LONDON	http://dbpedia.org/resource/London
Kenneth Clarke	http://dbpedia.org/resource/Kenneth_Clarke
John Major	http://dbpedia.org/resource/John_Major
European	http://dbpedia.org/resource/European_Union
Major	http://dbpedia.org/resource/John_Major
Major	http://dbpedia.org/resource/John_Major
Clarke	http://dbpedia.org/resource/Kenneth_Clarke
Major	http://dbpedia.org/resource/John_Major
Major	http://dbpedia.org/resource/John_Major
Clarke	http://dbpedia.org/resource/Kenneth_Clarke
EU	NIL
BRUSSELS	http://dbpedia.org/resource/Brussels
European Union	http://dbpedia.org/resource/European_Union
EU	NIL
EU	NIL
European	http://dbpedia.org/resource/European_Union
Brussels Newsroom	NIL
